OBJECTID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,RPL_THEMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,CALIFORNIA,CA,6037,Los Angeles,6037134422,0.2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,6,CALIFORNIA,CA,6037,Los Angeles,6037620001,0.2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,6,CALIFORNIA,CA,6037,Los Angeles,6037211000,0.2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6,CALIFORNIA,CA,6037,Los Angeles,6037115101,0.2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,6,CALIFORNIA,CA,6037,Los Angeles,6037275302,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,6,CALIFORNIA,CA,6037,Los Angeles,6037269905,0.2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6,CALIFORNIA,CA,6037,Los Angeles,6037113322,0.2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,6,CALIFORNIA,CA,6037,Los Angeles,6037214501,0.2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,6,CALIFORNIA,CA,6037,Los Angeles,6037128910,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,6,CALIFORNIA,CA,6037,Los Angeles,6037143100,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,6,CALIFORNIA,CA,6037,Los Angeles,6037703001,0.2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,6,CALIFORNIA,CA,6037,Los Angeles,6037216100,0.2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,6,CALIFORNIA,CA,6037,Los Angeles,6037141201,0.2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,6,CALIFORNIA,CA,6037,Los Angeles,6037189101,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,6,CALIFORNIA,CA,6037,Los Angeles,6037702400,0.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,6,CALIFORNIA,CA,6037,Los Angeles,6037271500,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,6,CALIFORNIA,CA,6037,Los Angeles,6037214901,0.2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,6,CALIFORNIA,CA,6037,Los Angeles,6037135102,0.2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,6,CALIFORNIA,CA,6037,Los Angeles,6037276100,0.2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,6,CALIFORNIA,CA,6037,Los Angeles,6037262704,0.2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,6,CALIFORNIA,CA,6037,Los Angeles,6037267600,0.2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6,CALIFORNIA,CA,6037,Los Angeles,6037113231,0.2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,6,CALIFORNIA,CA,6037,Los Angeles,6037269904,0.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,6,CALIFORNIA,CA,6037,Los Angeles,6037195100,0.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,6,CALIFORNIA,CA,6037,Los Angeles,6037269100,0.2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,6,CALIFORNIA,CA,6037,Los Angeles,6037134905,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,6,CALIFORNIA,CA,6037,Los Angeles,6037124700,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6,CALIFORNIA,CA,6037,Los Angeles,6037103101,0.2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,6,CALIFORNIA,CA,6037,Los Angeles,6037137401,0.2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,6,CALIFORNIA,CA,6037,Los Angeles,6037195400,0.2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,6,CALIFORNIA,CA,6037,Los Angeles,6037278001,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,6,CALIFORNIA,CA,6037,Los Angeles,6037128801,0.2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,6,CALIFORNIA,CA,6037,Los Angeles,6037297400,0.2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,6,CALIFORNIA,CA,6037,Los Angeles,6037189702,0.2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,6,CALIFORNIA,CA,6037,Los Angeles,6037141304,0.2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,CALIFORNIA,CA,6037,Los Angeles,6037113235,0.2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,6,CALIFORNIA,CA,6037,Los Angeles,6037128400,0.2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,6,CALIFORNIA,CA,6037,Los Angeles,6037273300,0.2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,CALIFORNIA,CA,6037,Los Angeles,6037102103,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,6,CALIFORNIA,CA,6037,Los Angeles,6037214600,0.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,6,CALIFORNIA,CA,6037,Los Angeles,6037128702,0.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6,CALIFORNIA,CA,6037,Los Angeles,6037111205,0.2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,6,CALIFORNIA,CA,6037,Los Angeles,6037275311,0.2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,6,CALIFORNIA,CA,6037,Los Angeles,6037188300,0.2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,6,CALIFORNIA,CA,6037,Los Angeles,6037186100,0.2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,6,CALIFORNIA,CA,6037,Los Angeles,6037264103,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,6,CALIFORNIA,CA,6037,Los Angeles,6037194500,0.2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,6,CALIFORNIA,CA,6037,Los Angeles,6037702102,0.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,6,CALIFORNIA,CA,6037,Los Angeles,6037214000,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,6,CALIFORNIA,CA,6037,Los Angeles,6037267501,0.2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,6,CALIFORNIA,CA,6037,Los Angeles,6037701602,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6,CALIFORNIA,CA,6037,Los Angeles,6037113101,0.2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,6,CALIFORNIA,CA,6037,Los Angeles,6037300400,0.2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,6,CALIFORNIA,CA,6037,Los Angeles,6037273402,0.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6,CALIFORNIA,CA,6037,Los Angeles,6037131900,0.2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6,CALIFORNIA,CA,6037,Los Angeles,6037109200,0.2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,6,CALIFORNIA,CA,6037,Los Angeles,6037267700,0.2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,6,CALIFORNIA,CA,6037,Los Angeles,6037214902,0.2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,6,CALIFORNIA,CA,6037,Los Angeles,6037271701,0.2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,6,CALIFORNIA,CA,6037,Los Angeles,6037271100,0.2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,6,CALIFORNIA,CA,6037,Los Angeles,6037702300,0.2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,6,CALIFORNIA,CA,6037,Los Angeles,6037192002,0.2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,6,CALIFORNIA,CA,6037,Los Angeles,6037137000,0.2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,6,CALIFORNIA,CA,6037,Los Angeles,6037192410,0.2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,6,CALIFORNIA,CA,6037,Los Angeles,6037189902,0.2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,6,CALIFORNIA,CA,6037,Los Angeles,6037134800,0.2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,6,CALIFORNIA,CA,6037,Los Angeles,6037137502,0.2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,6,CALIFORNIA,CA,6037,Los Angeles,6037236400,0.2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,6,CALIFORNIA,CA,6037,Los Angeles,6037532400,0.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,6,CALIFORNIA,CA,6037,Los Angeles,6037701701,0.2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,6,CALIFORNIA,CA,6037,Los Angeles,6037139703,0.2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,6,CALIFORNIA,CA,6111,Ventura,6111008304,0.2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,6,CALIFORNIA,CA,6037,Los Angeles,6037207501,0.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,6,CALIFORNIA,CA,6037,Los Angeles,6037191901,0.2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,6,CALIFORNIA,CA,6037,Los Angeles,6037111206,0.2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,6,CALIFORNIA,CA,6037,Los Angeles,6037137402,0.2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,6,CALIFORNIA,CA,6037,Los Angeles,6037214700,0.2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,6,CALIFORNIA,CA,6037,Los Angeles,6037265410,0.2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,CALIFORNIA,CA,6037,Los Angeles,6037103102,0.2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,6,CALIFORNIA,CA,6037,Los Angeles,6037137103,0.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,6,CALIFORNIA,CA,6037,Los Angeles,6037139600,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,6,CALIFORNIA,CA,6037,Los Angeles,6037181300,0.2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,6,CALIFORNIA,CA,6037,Los Angeles,6037185204,0.2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,6,CALIFORNIA,CA,6037,Los Angeles,6037703002,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,6,CALIFORNIA,CA,6037,Los Angeles,6037186202,0.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,6,CALIFORNIA,CA,6037,Los Angeles,6037297601,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,6,CALIFORNIA,CA,6037,Los Angeles,6037217002,0.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6,CALIFORNIA,CA,6037,Los Angeles,6037115103,0.2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,6,CALIFORNIA,CA,6037,Los Angeles,6037189500,0.2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6,CALIFORNIA,CA,6037,Los Angeles,6037108102,0.2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,6,CALIFORNIA,CA,6037,Los Angeles,6037267502,0.2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,6,CALIFORNIA,CA,6037,Los Angeles,6037194401,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,CALIFORNIA,CA,6037,Los Angeles,6037102107,0.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,6,CALIFORNIA,CA,6037,Los Angeles,6037311700,0.3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,6,CALIFORNIA,CA,6037,Los Angeles,6037143602,0.3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,6,CALIFORNIA,CA,6037,Los Angeles,6037603200,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,6,CALIFORNIA,CA,6037,Los Angeles,6037216800,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,6,CALIFORNIA,CA,6037,Los Angeles,6037117301,0.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,6,CALIFORNIA,CA,6037,Los Angeles,6037480703,0.3091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,6,CALIFORNIA,CA,6037,Los Angeles,6037700802,0.3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,6,CALIFORNIA,CA,6037,Los Angeles,6037271200,0.3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,6,CALIFORNIA,CA,6037,Los Angeles,6037125600,0.3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,6,CALIFORNIA,CA,6037,Los Angeles,6037267100,0.3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6,CALIFORNIA,CA,6037,Los Angeles,6037111201,0.3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,6,CALIFORNIA,CA,6037,Los Angeles,6037670701,0.3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,6,CALIFORNIA,CA,6037,Los Angeles,6037135111,0.3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,6,CALIFORNIA,CA,6037,Los Angeles,6037271802,0.3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,6,CALIFORNIA,CA,6037,Los Angeles,6037236000,0.3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,6,CALIFORNIA,CA,6037,Los Angeles,6037190100,0.3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,6,CALIFORNIA,CA,6037,Los Angeles,6037139502,0.3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6,CALIFORNIA,CA,6037,Los Angeles,6037186203,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,6,CALIFORNIA,CA,6037,Los Angeles,6037113212,0.3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,6,CALIFORNIA,CA,6037,Los Angeles,6037271801,0.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,6,CALIFORNIA,CA,6037,Los Angeles,6037139001,0.3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,6,CALIFORNIA,CA,6037,Los Angeles,6037137501,0.3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,6,CALIFORNIA,CA,6037,Los Angeles,6037296300,0.3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,6,CALIFORNIA,CA,6037,Los Angeles,6037463900,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,6,CALIFORNIA,CA,6037,Los Angeles,6037189905,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,6,CALIFORNIA,CA,6037,Los Angeles,6037189800,0.3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,6,CALIFORNIA,CA,6037,Los Angeles,6037216200,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,6,CALIFORNIA,CA,6037,Los Angeles,6037135113,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,6,CALIFORNIA,CA,6037,Los Angeles,6037311801,0.3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,6,CALIFORNIA,CA,6037,Los Angeles,6037269903,0.3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,6,CALIFORNIA,CA,6037,Los Angeles,6037271902,0.3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,6,CALIFORNIA,CA,6037,Los Angeles,6037123902,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,6,CALIFORNIA,CA,6037,Los Angeles,6037189904,0.3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,6,CALIFORNIA,CA,6037,Los Angeles,6037265700,0.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6,CALIFORNIA,CA,6037,Los Angeles,6037143500,0.3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,6,CALIFORNIA,CA,6037,Los Angeles,6037207900,0.3492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,6,CALIFORNIA,CA,6037,Los Angeles,6037265201,0.3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,6,CALIFORNIA,CA,6037,Los Angeles,6037124000,0.3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,6,CALIFORNIA,CA,6037,Los Angeles,6037128602,0.3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,6,CALIFORNIA,CA,6037,Los Angeles,6037275101,0.3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,6,CALIFORNIA,CA,6037,Los Angeles,6037197300,0.3537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,6,CALIFORNIA,CA,6037,Los Angeles,6037267404,0.3562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,CALIFORNIA,CA,6037,Los Angeles,6037101300,0.3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,6,CALIFORNIA,CA,6037,Los Angeles,6037650200,0.3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,6,CALIFORNIA,CA,6037,Los Angeles,6037480600,0.3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,6,CALIFORNIA,CA,6037,Los Angeles,6037115202,0.3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,6,CALIFORNIA,CA,6037,Los Angeles,6037267800,0.3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,6,CALIFORNIA,CA,6037,Los Angeles,6037188100,0.3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,6,CALIFORNIA,CA,6037,Los Angeles,6037269700,0.3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,6,CALIFORNIA,CA,6037,Los Angeles,6037265305,0.3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,6,CALIFORNIA,CA,6037,Los Angeles,6037128500,0.3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,6,CALIFORNIA,CA,6037,Los Angeles,6037181000,0.3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,6,CALIFORNIA,CA,6037,Los Angeles,6037132900,0.3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,6,CALIFORNIA,CA,6037,Los Angeles,6037219500,0.3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,6,CALIFORNIA,CA,6037,Los Angeles,6037980008,0.3721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,6,CALIFORNIA,CA,6037,Los Angeles,6037195903,0.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,6,CALIFORNIA,CA,6037,Los Angeles,6037930200,0.3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,6,CALIFORNIA,CA,6037,Los Angeles,6037125200,0.3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,6,CALIFORNIA,CA,6037,Los Angeles,6037135201,0.3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,6,CALIFORNIA,CA,6037,Los Angeles,6037293301,0.3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,6,CALIFORNIA,CA,6037,Los Angeles,6037296402,0.3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,6,CALIFORNIA,CA,6037,Los Angeles,6037141400,0.3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,6,CALIFORNIA,CA,6037,Los Angeles,6037702502,0.3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,6,CALIFORNIA,CA,6037,Los Angeles,6037272100,0.3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6,CALIFORNIA,CA,6037,Los Angeles,6037109300,0.3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,6,CALIFORNIA,CA,6037,Los Angeles,6037125100,0.3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,6,CALIFORNIA,CA,6037,Los Angeles,6037217100,0.3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,6,CALIFORNIA,CA,6037,Los Angeles,6037296401,0.3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,6,CALIFORNIA,CA,6037,Los Angeles,6037703100,0.3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,6,CALIFORNIA,CA,6037,Los Angeles,6037197600,0.3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,6,CALIFORNIA,CA,6037,Los Angeles,6037293306,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,6,CALIFORNIA,CA,6037,Los Angeles,6037702802,0.3915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,6,CALIFORNIA,CA,6037,Los Angeles,6037195300,0.3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,6,CALIFORNIA,CA,6037,Los Angeles,6037190202,0.3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,6,CALIFORNIA,CA,6037,Los Angeles,6037134903,0.3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,6,CALIFORNIA,CA,6037,Los Angeles,6037211500,0.3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,6,CALIFORNIA,CA,6037,Los Angeles,6037265510,0.3954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6,CALIFORNIA,CA,6037,Los Angeles,6037113213,0.3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,6,CALIFORNIA,CA,6037,Los Angeles,6037265202,0.3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,6,CALIFORNIA,CA,6037,Los Angeles,6037189201,0.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,6,CALIFORNIA,CA,6037,Los Angeles,6037650901,0.3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6,CALIFORNIA,CA,6037,Los Angeles,6037106642,0.4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6,CALIFORNIA,CA,6037,Los Angeles,6037181500,0.4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,6,CALIFORNIA,CA,6037,Los Angeles,6037221820,0.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,6,CALIFORNIA,CA,6037,Los Angeles,6037234300,0.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6,CALIFORNIA,CA,6037,Los Angeles,6037106646,0.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,6,CALIFORNIA,CA,6037,Los Angeles,6037217001,0.4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,6,CALIFORNIA,CA,6037,Los Angeles,6037106111,0.4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,6,CALIFORNIA,CA,6037,Los Angeles,6037132101,0.4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,6,CALIFORNIA,CA,6037,Los Angeles,6037191820,0.4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,6,CALIFORNIA,CA,6037,Los Angeles,6037311100,0.4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,6,CALIFORNIA,CA,6037,Los Angeles,6037302102,0.4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,CALIFORNIA,CA,6037,Los Angeles,6037106020,0.4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,6,CALIFORNIA,CA,6037,Los Angeles,6037265303,0.4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,6,CALIFORNIA,CA,6037,Los Angeles,6037234200,0.4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,6,CALIFORNIA,CA,6037,Los Angeles,6037272202,0.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,6,CALIFORNIA,CA,6037,Los Angeles,6037600702,0.4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,6,CALIFORNIA,CA,6037,Los Angeles,6037291300,0.4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,6,CALIFORNIA,CA,6037,Los Angeles,6037212702,0.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,6,CALIFORNIA,CA,6037,Los Angeles,6037600801,0.4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
